,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,FileName
1326,{3BDFFB19-946C-4DD5-BDCB-81BC048716E6},2020-08-22,"Saw this nest on the way down the Goose Rock summit trail at Deception Pass. I did not see any hornets or bees close-by. The nest was closer to the summit, prior to the signs indicating the intersecting trails - it was behind a tree just off the path. Pr",0,Thanks for the submission. That could be a bald faced hornet nest. Asian giant hornet nest in the ground or low tree cavities.,2020-08-24,48.403071,-122.647063,ATT2295_2020-08-22 13.36.34.jpg
1567,{4717BA27-85B9-4728-BD5B-1553683EA438},2020-08-22,I know it looks like it's all black but it had a yellow bottom. I was scared to get too close.,0,Thanks for the submission. That is a bald faced hornet.,2020-08-22,45.64732,-122.583139,ATT2237_IMG_7806.jpg
4198,{BE4AB620-7A6A-46FD-B428-DACE572DB170},2020-08-22,At Camano Island State Park near the Cascadia Marine Trail Campsite. Reported to park staff by customer who estimated insect was 2.5 inches long.,0,Thanks for the submission. That is the great Golden digger wasp.,2020-08-22,48.121319,-122.490652,ATT2244_Possible Asian Giant Hornet.png
2952,{8571598E-89AA-4F16-87A7-FBBDAECF6443},2020-08-22, ,2, ,2020-08-22,48.442158,-122.676571,
2966,{8627777C-C3A0-4891-AA2F-39BD355952D0},2020-08-22,Black with yellow/orange stripes. 1.5-2 inches long. Near the trash cans in the campground.,2, ,2020-08-23,48.65162,-122.49064,
3011,{885C81EF-BEE4-447E-971E-6DFC6BE15D15},2020-08-22,"not sure if this was an Asian Hornet or not but I saw two large ""wasps"" (1.5-2.0 inches long) reddish in color in my yard in Kirkland.  I believe they have a nest in the ground (not sure if these wasps do that or not).  I wanted to report it just because",2, ,2020-08-22,47.689099,-122.201858,
3177,{8EDE0EFC-89FC-44FA-8A52-FE696BB1FF2E},2020-08-22,It was sitting on top of the flower from my onion in the garden. Ran into house to get my cell take a pic but was fine when I went back,2, ,2020-08-22,47.091636,-122.933628,
3095,{8BA2D549-E7E4-4AC5-84E7-C65BAF83A99E},2020-08-22, ,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-22,47.487594,-122.141388,ATT2238_0A590BAD-CDEA-4FC4-B1CB-EDFB5D4C1176.jpg
1356,{3D278ADB-8B70-4950-AD17-9265BEB6EB58},2020-08-22,Watched it come in and out of the ground with a small green grasshopper. There are holes all over this yard.,2, ,2020-08-22,47.533332,-122.382226,
307,{0D9A58F6-5170-4B94-90A4-253941515D31},2020-08-22,"I’m not positive because it was so quick, but this morning I saw what looked like a giant wasp about the size of my pinky finger. It was big enough to startle me and definitely larger than the wasps we have around our area. At first, I thought it might",2, ,2020-08-22,48.129373,-122.783453,
737,{20647027-AAFD-4F92-834A-138B4E724FE6},2020-08-22,Trapped in our wheelbarrow (live),2, ,2020-08-22,48.441838,-122.676362,
4623,{D0E70748-C7B8-471F-A042-3BC794785ECF},2020-08-22,Observed a murder hornet fly holding a small grasshopper and carry it into a hole in the yard 3901 sw Holden in west seattle. Will try and get a picture soon.,2, ,2020-08-22,47.533332,-122.382226,
2158,{627A2E5E-B921-42A2-8063-D6A5F359F0C5},2020-08-22, ,2, ,2020-08-28,47.294004,-120.702343,
4682,{D37AF20E-11E3-457D-AA8E-DD62830420C7},2020-08-22,2020-08-22 00:00:00,0,Thanks for the submission. That is a horntail sawfly wasp.,2020-08-22,47.62984,-120.68945,ATT2230_1598108037435478761013351096572.jpg
3128,{8CC3501F-B59D-4107-80F8-05DB8AA230CB},2020-08-22,Never seen before. Seem to be in the ground under our apple tree. Not exactly like web photos but definitely large. Haven’t been able to get a photo but sprayed hoping one will drop dead.,2, ,2020-08-22,47.069255,-122.928794,
1093,{31C359B0-0067-457A-BF44-EC9B1BC3FED5},2020-08-22, ,0,Thanks for the submission. That is a horntail sawfly from theTremex  genus. They lay their eggs in trees.,2020-08-22,45.63346,-122.570986,ATT2225_IMG_20200821_180444738.jpg
981,{2BC77729-8B3E-4B6F-8969-66C664D7F8BF},2020-08-22,We were sitting outside drinking tea one of us had white on and it flew right on her sweater white sweater and we jumped up and it flew away but it was very dark brown and very large at least 3 in and it had a fairly loud buzzing sound,2, ,2020-08-22,47.307592,-122.423319,
5139,{E99B8F52-3EFE-411E-A026-8710B3FAE404},2020-08-22,Ran inside so did not get a chance to kill or take photo. It was a hornet or a wood wasp. Not sure.,2, ,2020-08-22,48.084539,-122.132955,
2080,{5EF229D2-666E-4321-B76F-5BD9109C7D31},2020-08-22,"Not sure its a murder hornet, it's about 1 1/4"" long with a long stinger.   Never seen anything like it before.",0,Thanks for the submission. That is a Urocerus female sawfly.,2020-08-22,48.24594,-122.5003,ATT2248_Hornet 08222020 IMG-1607.jpg
786,{226C9CEC-3DFD-44D7-B763-5734715C0EBC},2020-08-22,"It was large, fat, thicker wider torso, reddish orange wings, dark torso. We can cannot confirm the face color but can confirm it was not black. It did not land long enough to take a photo",2, ,2020-08-23,48.53478,-122.8603,
2156,{625BFC7A-CAA1-4A00-A07E-E8160891474B},2020-08-22,I caught a live hornet,0,Thanks for the submission. That is a horntail sawfly wasp.,2020-08-22,48.270458,-117.25354,ATT2243_20200822_122749.jpg
3494,{9C0C670D-8303-41DD-8295-C48DDFA27D46},2020-08-22,Maybe not? Haven’t seen this guy around before.,0,Thanks for the submission. That is a female horntail sawfly.,2020-08-22,48.546968,-122.381134,ATT2246_148ED06C-6AB2-4F63-A890-C1EFD2E6F75C.jpg
2203,{642A8A42-3214-4232-B3DF-87F2B18190DF},2020-08-22,Saw what we thought looked like a murder hornet.  Bright orange head and striped body - 1 1/2 to 2 inches in size.  Was on our raspberry bushes.,2, ,2020-08-22,47.818878,-122.364114,
5509,{FB1A676F-40AE-47BC-9853-38B626BF0381},2020-08-22,Very large wasp with orange head spotted in my vegetable garden today. Much larger than any other wasp I’ve ever seen.  Was not able to get a photo.,2, ,2020-08-22,47.579029,-122.228805,
1572,{47504764-7534-4332-8619-79F207A28198},2020-08-23,Numerous sightings of large wasps with brown wings appearing 1-2” in length. I was personally stung on the back of the neck resulting in the worst swelling I’ve ever experienced from a insect sting. Unfortunately no photos of the wasps themselves. Mo,2, ,2020-08-26,48.163308,-123.699789,
3825,{AB3C2869-9747-415C-9C04-5D92AD2124B7},2020-08-23, ,0,"Thanks for the submission. That is a wood wasp, otherwise known as a horntail sawfly.",2020-08-27,47.007685,-122.962164,ATT2418_inbound794420536877080174.jpg
4185,{BD59E794-664F-48FC-B8E5-1DCA8AC80665},2020-08-23,It kept trying to attack after being swatted by a board. It was finally subdued enough to partially squish it. We have it in a plastic container.,2, ,2020-08-23,47.50262,-122.622033,
3813,{AACB0900-E43E-4EFA-A93C-09D06ED6524A},2020-08-23,Literally chased me,0,Thanks for the submission. That is a female horntail sawfly.,2020-08-23,48.971564,-122.719805,ATT2257_20200822_184202.jpg
2590,{757D4B03-D232-4B1E-87D4-CAA88F72EE98},2020-08-23,Was flying near tomato plants on front porch (no photo right now),2, ,2020-08-23,47.758901,-122.476602,
5467,{F9F3E8FC-430D-4353-941E-47035EA5AA5D},2020-08-23,About 1” in length. After reviewing pictures lack orange color on face,0,Thanks for the submission. That is a bald faced hornet.,2020-08-24,48.162418,-122.138315,ATT2303_3EEDA7DD-07AE-4279-90A1-77BA16CF2A7E.jpg
549,{17E559E0-06B1-45CD-A1EE-908430DEA346},2020-08-23, ,0,Thanks for the submission. That is actually a clearwing moth that mimics hornets! Harmless.,2020-08-23,47.57083,-122.116973,ATT2280_4E8868EF-7704-4DDA-B95F-54A5571DB7EC.jpg
5533,{FC4BFC5A-F207-481E-9897-BCEACE851718},2020-08-23,Was found laying on a leaf on the ground in the shade in our backyard.,0,Thanks for the submission. That is a clearwing moth wood borer! It mimics hornets with its colors. Harmelss!,2020-08-23,47.605717,-122.01335,ATT2270_63741307-757F-433E-87DF-5A40AC5FFD8E.jpg
3995,{B3501801-DED8-4405-8A1C-68E1DF24BD65},2020-08-23,Not sure but Im thinking not.,0,Thanks for the submission. You're right; that is a Urocerus sawfly female.,2020-08-23,48.306725,-122.678053,ATT2275_IMG_20200823_135739128.jpg
4371,{C4E9AF4E-BE46-4E9B-89B9-115752951856},2020-08-23,While camping it was attracted to our camp fire and food. We left the site and came back a few hours later and hornet was gone.,2, ,2020-08-26,48.08888,-122.58022,
2942,{84F7A487-C6C9-47BF-B59C-0199119BE8CD},2020-08-23,"About 2 inches long. Long stinger, darker in color",0,Thanks for the submission. That is a horntail sawfly from the Urocerus genus. They lay their eggs in trees.,2020-08-23,47.309238,-122.001436,ATT2251_153E2C0B-9636-4996-A076-322C5484EAFD.jpg
29,{01A7558E-BED5-4520-BC74-AC0C02001DE8},2020-08-23,Found in driveway and not moving much.  Very large guy with black face,0,Thanks for the submission. That could be a Lion beetle. Note its partial elytra (wing covers).,2020-08-23,47.737326,-122.365904,ATT2263_F3D5C8F1-0B35-4E45-94AC-2F879A5F8300.jpg
3922,{AFA1BF7C-495F-4F49-A92F-3102DC236ABE},2020-08-23,"Flew from the top of a tree towards my friend and I, traveled at a seriously fast speed and could see and hear it flying towards us. My friend ducked, and scared it away where it flew back to the area of trees.",2, ,2020-08-27,47.65862,-122.017917,
3195,{8FCF0585-5074-45D0-A898-8FA3F7924357},2020-08-23,There were two together.,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-23,47.565135,-121.891846,ATT2272_BE1FC266-2812-403D-B32B-F3B1F9D68B05.jpg
3852,{ACDB7CD0-7998-4C8C-B1AF-BDE941B2D3B3},2020-08-23,"lat 47.12205, lon -122.14320",2, ,2020-08-26,47.122056,-122.143269,
1005,{2CF5A50B-80A1-447F-B9BB-B8C038D45D44},2020-08-23,My husband believes he saw a murder hornet in our backyard. It was around 2 inches long. Our house backs up to a green belt with a lot of blackberry bushes and bees.,0,"Thanks for the submission. The coloring does not match the Asian giant hornet, but looks like a bumble bee.",2020-08-23,47.395027,-122.304262,ATT2265_323B7AEA-A545-4F33-AA0F-50C7C4D9C144.jpg
3144,{8DE6B2D7-C734-43D9-9676-80C3D12E745A},2020-08-23,"Hornet is live in jar, caught found attacking a honey bee",0,Thanks for the submission. That is a bald faced hornet.,2020-08-23,45.627485,-122.519501,ATT2254_image.jpg
3103,{8BB68656-AABE-4DB5-A2A9-AB823755B88A},2020-08-23,We saw this hornet/wasp on a root crossing our trail on Cypress Island.  It was right at the trail head to Eagle Cliff.,0,Thanks for the submission. That is a horntail sawfly wasp female.,2020-08-23,48.57399,-122.70879,ATT2262_CC7424D9-E8E5-4921-A0BE-C521134C4506.jpg
2404,{6CB2FDBA-30FE-41E0-8399-AB7659EC3927},2020-08-23, ,0,Thanks for the submission. That is a horntail sawfly from the Urocerus genus. They lay their eggs in trees.,2020-08-23,47.709007,-122.284542,ATT2279_15982254722861899904383.jpg
541,{176FF01A-50AF-4511-ADBC-AEC9A6F61733},2020-08-23,"Camping at Tillicum Site #1; saw giant hornet-like insect that flew close to us and our food. Landed on our chair; approximately 2 inches long. Returned 8/23, where it was accidentally killed when a friend was gathering firewood and shooing it away. May",2, ,2020-08-25,46.12864,-121.771522,
3265,{93255995-6186-4592-9CD9-6984DD1B10FC},2020-08-23,Biggest looking wasp I’ve ever seen,2, ,2020-08-23,47.056206,-123.009196,
4536,{CCAE231F-B33F-4F34-9307-1D37D6E1B12A},2020-08-23, ,2, ,2020-08-23,47.388627,-122.656108,
1318,{3B956159-3C86-4258-BA26-3054ED56BDCF},2020-08-23,"Very large hornet that was flying around a cup of soda. Large mandible on a yellow/orange face, very apparent striping on the thorax. Large wings. Estimated about 1.5 inches long. Someone threw a rock at it and threw the carcass in the Yakima river befor",2, ,2020-08-29,46.763636,-120.456821,
1173,{347D88F7-47E6-4E5E-8C65-236BA2274705},2020-08-23,I was weeding my front flower bed and in the ground saw a nickle sized whole with a hornet over an inch long hornet backing in and out of the whole. I was in able to take a photo at this time but would like to know next steps on how to get ride of the ho,2, ,2020-08-23,47.776353,-122.26487,
2556,{73C923EB-0FEC-44CE-AD45-291F8FF4314A},2020-08-23,Flew through our back yard.,2, ,2020-08-23,48.858538,-122.610272,
2547,{735E3CF6-AE93-44EC-AA9B-D2C4C58F3256},2020-08-23,"Adult daughter stung 3 times on knee.  Could not visualize insect, other than large.  Described searing pain and was prescribed antibiotics for infection.  Sting sites are similar to Asian Giant Hornet stings visualized online.",2,"Thank you for this submission, we will contact you. We recommend seeking medical advice if stung by a giant hornet.",2020-08-25,48.986641,-122.528957,
4130,{BA6B9663-0A91-40F4-B998-20912169F1B0},2020-08-23,Hornet was swatted and was cut in half. Doesn’t appear like picture but maybe the male looks different? Appears to have two stingers.,0,Thanks for the submission. That is a horntail sawfly from the Urocerus genus. They lay their eggs in trees.,2020-08-23,47.864488,-122.313774,ATT2259_C505218E-1C98-4375-A72A-E7D63A55DB3D.jpg
2619,{76B75288-5A11-41B9-8290-84DD1AAD129A},2020-08-23,Coloring on the face doesn’t look right but I hadn’t seen anything like it around here. Please let us know.,0, ,2020-08-23,48.725931,-122.349036,ATT2276_78CA401C-09D2-4EB7-8AD1-5D7CE9152B01.jpg
3379,{97397FDF-2853-4D04-83F7-914155650607},2020-08-23,I didn't realize what it was intil I looked it up on the internet. It was very big bigger then any wasp and had a bright orange head.,2, ,2020-08-26,48.501348,-122.246544,
4137,{BA8F7AEB-B739-42E1-BB47-B6668F15BDDA},2020-08-23,Found in my friends pool,2, ,2020-08-23,47.692002,-117.375101,
2535,{72C9F9AD-ECAD-420F-8A7A-9B9ED565DD5E},2020-08-23,Campers sighted and killed what appeared to resemble two ‘murder hornets’ in their campsite at 12:15pm. They did not preserve the insects but provided photos for reference.,0,Thanks for the submission. That is a horntail sawfly from the Urocerus genus. They lay their eggs in trees.,2020-08-23,47.59561,-122.59575,ATT2267_0D390499-BB46-412A-BE95-82EFFE56ADF1.jpg
5310,{F2B026AB-9694-4E47-A99F-BC0CDC890BA4},2020-08-23,It was 2-3 times as big as hornets around it,0,Thanks for the submission. That is the great golden digger wasp.,2020-08-24,48.7359,-122.493218,ATT2308_53810D33-F935-47D2-896E-CB4E04D9A145.jpg
1938,{58E55ECD-530B-493C-B417-5E9F7D9CF43C},2020-08-23,Large hornet. Orange and black at the end but not striped. Big dark eyes.,0,Thanks for the submission. That is the great Golden digger wasp.,2020-08-23,48.459962,-122.238164,ATT2277_20200823_151003.jpg
3670,{A38C5D29-15B5-4310-B258-6C557C343E7E},2020-08-23,My neighbor and I observed a large black and orange Hornet at her house that we believe was an Asian Giant Hornet. It didn't have the distinct black striping like the picture but was more of a bright orange abdomen although Norma did see striping on it's,2, ,2020-08-24,48.767372,-118.623092,
2022,{5CBCF4F6-C2EC-4A1A-B12F-C95936DDECA0},2020-08-23, ,0,Thanks for the submission. That is a fly that mimics bees. Note its large eyes.,2020-08-27,48.405837,-122.268198,ATT2421_IMG_2085.jpg
807,{236A652B-8582-4CE1-8ABD-908C10883BE8},2020-08-23,"In the yard cleaning: saw a huge hornet, when it landed on the rhodi foliage, I saw a bright orange body. I observed it for a few seconds then left. Unfortunately did not have my phone on me to get a picture",2, ,2020-08-23,48.389272,-122.511924,
3677,{A3B7D9CD-93E7-48F3-A5D6-8F0187A57BBF},2020-08-23, ,0,Thanks for the submission. That is a Cicada killer.,2020-08-29,47.59726,-119.39648,ATT2502_E7A7F389-6487-4680-96CF-DB28D0E8D531.jpg
65,{02EA7AD5-E5C6-4550-8AAC-AD45687C36C7},2020-08-23,We saw it two times today.  Once on our picnic table and the other time on our cul de sac.,2, ,2020-08-23,47.749422,-121.917852,
2484,{70714BE3-5225-472C-A667-A9B52616A472},2020-08-23,No picture. But unmistakable. Couldn’t get a clear picture.,2, ,2020-08-23,47.427125,-122.534147,
4902,{DD61FEB0-D727-433C-A7E7-92311FF0B596},2020-08-23, ,0,Thanks for the submission. That is a horntail sawfly wasp from the Urocerus genus.,2020-08-23,47.388627,-122.656108,ATT2271_6949FE8A-06F3-4FD1-AFC4-2DC0CEE9C3DD.jpg
4909,{DE068C11-A0EC-442A-8E72-5715075980A7},2020-08-23,"I’m thinking that it’s not the Murder Hornet, but wanted to send you this anyway.",0,Thanks for the submission. That is the great golden digger wasp.,2020-08-23,47.37286,-122.29061,ATT2266_574A784A-EC25-47FF-84FE-9C78BCD7A19C.jpg
4389,{C66779C6-8108-40AE-B558-BDC06A6FA18D},2020-08-23,"I was setting up a smoker in my backyard when something noisily dive-bombed me. I thought it was our resident hummingbird, as it did not buzz or hum like a bee or wasp, so I did not bother to look up. Then it came back and landed clumsily with a 'thunk'",2, ,2020-08-24,47.701812,-122.289059,
3656,{A30F567C-7321-4F6D-852B-FC9939594E66},2020-08-23,Hopefully you’re able to see the video I’ve included. I saw this possible Asian hornet killing another type of bee and pick it up and fly off with it. It was quite a bit bigger than the other insect and it’s wings had a slightly golden shine to the,0,Thanks for the submission. That looks like a bald faced hornet capturing a yellowjacket. Cool video!,2020-08-29,48.830448,-122.594987,ATT2505_trim.336CD8F6-A4DC-4FC7-88B5-E857ECAF4B53.MOV
